,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5010393443371693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49896065566283065,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2762503078796578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3499502465041484,0.0,0.0,0.37379944561619377
2,0.0,0.04970395343278209,0.0,0.0,0.0,0.21156752859409958,0.0,0.0,0.1502877360001138,0.0693389819757211,0.0,0.43190499104294533,0.0,0.0,0.0,0.08719680895433812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.5843125098693287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4156874901306713,0.0,0.0,0.0
4,0.06602683310989178,0.0,0.0,0.0,0.0,0.060938530883491444,0.0,0.35488429400723587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26088269057782426,0.0,0.2572676514215566,0.0,0.0,0.0,0.0,0.0
5,0.08571629836536988,0.0,0.0,0.0,0.0,0.0,0.0,0.2603880552292022,0.0,0.0,0.0,0.27332908147528306,0.0,0.0,0.0,0.15066869201483013,0.09355919352670523,0.0,0.0,0.0,0.13633867938860944,0.0,0.0,0.0
6,0.0,0.32752401456347174,0.0,0.0,0.0,0.0,0.0,0.0998316253263678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5726443601101605
7,0.0,0.0,0.0,0.0,0.0,0.04464757142480653,0.0,0.2480550732968688,0.0,0.0,0.0,0.07030076206889244,0.08474087616886752,0.171925803040783,0.0,0.0,0.38032991399978167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.24200633278583306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08187985548370678,0.08243019193989806,0.0,0.0,0.0,0.0,0.0,0.0,0.19753394485725065,0.0,0.0,0.39614967493331144
9,0.0,0.07154216512541775,0.41137007380292967,0.0,0.0,0.0,0.0,0.0,0.0,0.06344057378603998,0.0,0.0,0.0,0.0,0.0,0.35732753655546434,0.0,0.0,0.09631965073014827,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.5419507573865631,0.0,0.08510778033734849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37294146227608843,0.0,0.0
11,0.0,0.0,0.0,0.0,0.7747743721371069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22522562786289307,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10036372116839588,0.0,0.0,0.8467939369388959,0.0,0.0,0.0,0.0,0.0,0.05284234189270821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30810853172257985,0.0,0.3535054227712977,0.0,0.0,0.0,0.0,0.33838604550612245,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.36869431447070294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631305685529297,0.0,0.0
15,0.0,0.39373054064047985,0.10932838011047122,0.0,0.0,0.0,0.09655693100643321,0.0,0.4003841482426157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.39216678220966994,0.0,0.0,0.0,0.0,0.0,0.30789920382136016,0.0,0.0,0.0,0.2999340139689699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.04577616234182474,0.0,0.0,0.0,0.0,0.0,0.3460517107181639,0.0,0.0,0.0,0.24903963859457598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35913248834543543,0.0,0.0,0.0
18,0.0,0.31235028626400385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6876497137359961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.2455479991226252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5097854293654167,0.18584869371318255,0.0,0.0,0.0,0.05881787779877558,0.0,0.0,0.0,0.0
20,0.0,0.0,0.3569304376604604,0.0,0.0,0.0,0.0,0.0,0.0,0.29152341120734365,0.0,0.0,0.0,0.0,0.0,0.3515461511321959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.21965778923886056,0.0,0.0,0.0,0.7803422107611394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.18362720854795653,0.0,0.0,0.07197931928539633,0.1325649837045092,0.0,0.0,0.1770801105963154,0.0,0.0,0.14716778550506177,0.033024552060945365,0.0,0.0,0.0,0.0,0.0,0.12202508779356618,0.0,0.0,0.13253095250624924,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038221162252730805,0.0,0.0,0.0,0.3456157998512279,0.6161630378960413,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5436152701948949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45638472980510514,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2721487145840428,0.0,0.0,0.7278512854159572,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6137672119409269,0.38623278805907313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
